gatherings.original	width.original	height.original	original	gatherings	width	height	obl	area	count
NA	NA	NA	NA	NA	NA	NA	0	NA	33978
4to	NA	NA	4to	4to	28	22	0	616	15495
8vo	NA	NA	8to	8vo	19	13	0	247	7246
12mo	NA	NA	12to	12mo	19	12.5	0	237.5	3153
2fo	NA	NA	2to	2fo	45	30	0	1350	2237
16mo	NA	NA	16to	16mo	15	12	0	180	1672
2fo	NA	NA	fol.	2fo	45	30	0	1350	777
NA	NA	20	20 cm.	NA	20	13	0	260	360
1to	NA	NA	1to	1to	90	60	0	5400	359
NA	NA	19	19 cm.	NA	19	13	0	247	358
NA	NA	22	22 cm.	8vo	22	15	0	330	341
NA	NA	23	23 cm.	4to	23	18	0	414	336
NA	NA	24	24 cm.	4to	24	19	0	456	229
NA	NA	21	21 cm.	NA	21	14	0	294	228
4to	NA	NA	[4to.	4to	28	22	0	616	207
4long	NA	NA	4to+	4long	35	27	0	945	199
8vo	NA	NA	stor 8to	8vo	19	13	0	247	189
NA	NA	25	25 cm.	4to	25	19	0	475	186
8vo	NA	NA	[8to.	8vo	19	13	0	247	174
8vo	NA	NA	liten 8to	8vo	19	13	0	247	146
NA	NA	18	18 cm.	NA	18	12	0	216	134
NA	NA	17	17 cm.	NA	17	12	0	204	102
1to	NA	NA	poikittais-1to	1to	90	60	1	5400	102
8long	NA	NA	8to+	8long	22	13	0	286	92
NA	14	22	14 x 22 cm.	12long	22	14	0	308	87
NA	9	15	9 x 15 cm	NA	15	9	0	135	85
NA	NA	NA	[?to.	NA	NA	NA	0	NA	78
NA	9	16	9 x 16 cm	18mo	16	9	0	144	69
NA	NA	26	26 cm.	4to	26	20	0	520	69
NA	NA	28	28 cm.	NA	28	20	0	560	67
2fo	NA	NA	folio.	2fo	45	30	0	1350	65
12mo	NA	NA	kapea/pitkä 12to	12mo	19	12.5	0	237.5	65
2fo	NA	NA	[2to.	2fo	45	30	0	1350	59
NA	NA	29	29 cm.	NA	29	20	0	580	58
32mo	NA	NA	32to	32mo	12	7	0	84	57
NA	NA	30	30 cm.	NA	30	20	0	600	53
NA	10	17	10 x 17 cm	18mo	17	10	0	170	52
NA	NA	16	16 cm.	NA	16	11	0	176	51
NA	NA	27	27 cm.	NA	27	20	0	540	51
NA	10	16	10 x 16 cm	18mo	16	10	0	160	50
NA	11	18	11 x 18 cm.	18mo	18	11	0	198	47
NA	NA	31	31 cm.	NA	31	21	0	651	47
NA	12	18	12 x 18 cm.	NA	18	12	0	216	42
NA	NA	32	32 cm.	2fo	32	21	0	672	42
NA	12	19	12 x 19 cm.	12mo	19	12	0	228	41
NA	NA	15	15 cm.	16mo	15	12	0	180	40
NA	NA	33	33 cm.	2fo	33	22	0	726	39
NA	9	14	9 x 14 cm	18mo	14	9	0	126	31
6to	NA	NA	6to	6to	NA	NA	0	NA	29
NA	NA	NA	poikittais-1to[1/2to].	NA	NA	NA	1	NA	29
NA	NA	34	34 cm.	2fo	34	22	0	748	28
NA	NA	NA	poikittais-1to[-1/2to].	NA	NA	NA	1	NA	28
NA	9	17	9 x 17 cm	18mo	17	9	0	153	27
NA	NA	35	35 cm.	2fo	35	23	0	805	27
NA	11	17	11 x 17 cm.	NA	17	11	0	187	26
1to	NA	NA	[1to.	1to	90	60	0	5400	25
NA	14	21	14 x 21 cm.	NA	21	14	0	294	24
NA	11	18	11 x 18 cm	18mo	18	11	0	198	23
NA	13	20	13 x 20 cm.	NA	20	13	0	260	23
NA	11	16	11 x 16 cm.	NA	16	11	0	176	23
12mo	NA	NA	pitkä 12to	12mo	19	12.5	0	237.5	22
NA	8	15	8 x 15 cm	NA	15	8	0	120	21
NA	8	14	8 x 14 cm	18mo	14	8	0	112	20
NA	NA	14	14 cm.	NA	14	11	0	154	20
12mo	NA	NA	[12to.	12mo	19	12.5	0	237.5	19
NA	13	21	13 x 21 cm.	NA	21	13	0	273	17
NA	NA	13	13 cm.	16mo	13	10	0	130	15
NA	10	18	10 x 18 cm	18mo	18	10	0	180	14
NA	12	20	12 x 20 cm.	NA	20	12	0	240	14
NA	10	15	10 x 15 cm.	NA	15	10	0	150	14
NA	NA	36	36 cm.	2fo	36	24	0	864	14
4to	NA	NA	tvär 4to	4to	28	22	0	616	14
NA	8	13	8 x 13 cm	32mo	13	8	0	104	13
NA	10	15	10 x 15 cm	NA	15	10	0	150	13
NA	11	15	11 x 15 cm.	NA	15	11	0	165	12
NA	13	19	13 x 19 cm.	NA	19	13	0	247	12
8vo	NA	NA	tvär 8to	8vo	19	13	0	247	12
24mo	NA	NA	24to	24mo	12.5	8.5	0	106.25	12
2fo	NA	NA	poikittais-2to	2fo	45	30	1	1350	11
2fo	NA	NA	tvär fol.	2fo	45	30	0	1350	11
4to	NA	NA	stor 4to	4to	28	22	0	616	11
NA	10	14	10 x 14 cm.	NA	14	10	0	140	10
NA	14	20	14 x 20 cm.	12long	20	14	0	280	10
NA	12	17	12 x 17 cm.	NA	17	12	0	204	10
NA	9	12	9 x 12 cm.	NA	12	9	0	108	10
NA	NA	11	11 cm.	NA	11	8	0	88	10
NA	NA	NA	kuv.	NA	NA	NA	0	NA	10
NA	7	13	7 x 13 cm	32mo	13	7	0	91	9
NA	10	17	10 x 17 cm.	18mo	17	10	0	170	9
NA	22	29	22 x 29 cm.	4to	29	22	0	638	9
NA	10	16	10 x 16 cm.	18mo	16	10	0	160	9
4to	NA	NA	poikittais-4to	4to	28	22	1	616	9
8vo	NA	NA	poikittais-8to	8vo	19	13	1	247	9
NA	11	17	11 x 17 cm	NA	17	11	0	187	8
NA	8	16	8 x 16 cm	18mo	16	8	0	128	8
NA	14	23	14 x 23 cm.	8long	23	14	0	322	8
NA	60	85	60 x 85 cm.	1to	85	60	0	5100	8
NA	NA	38	38 cm.	NA	38	35	0	1330	8
NA	NA	NA	o.	NA	NA	NA	0	NA	8
18mo	NA	NA	18to	18mo	16	10	0	160	8
64mo	NA	NA	64to	64mo	7	5	0	35	8
NA	9	14	9 x 14 cm.	18mo	14	9	0	126	7
NA	12	19	12 x 19 cm	12mo	19	12	0	228	7
NA	10	18	10 x 18 cm.	18mo	18	10	0	180	7
NA	NA	37	37 cm.	2fo	37	25	0	925	7
NA	NA	12	12 cm.	NA	12	9	0	108	7
8vo	NA	NA	8:0.	8vo	19	13	0	247	7
8vo	NA	18	8to(18 cm)	8vo	18	12	0	216	7
4to	NA	25	4to(25 cm)	4to	25	19	0	475	7
12long	NA	NA	12to+	12long	20	13	0	260	7
NA	NA	39	39 cm.	2fo	39	26	0	1014	7
NA	NA	NA	1to[1/2to].	NA	NA	NA	0	NA	7
2fo	NA	NA	[1/2to].	2fo	45	30	0	1350	7
NA	NA	21	21 cm +	NA	21	14	0	294	6
NA	15	22	15 x 22 cm.	8vo	22	15	0	330	6
NA	9	15	9 x 15 cm.	NA	15	9	0	135	6
NA	11	14	11 x 14 cm.	NA	14	11	0	154	6
NA	13	22	13 x 22 cm.	8long	22	13	0	286	6
NA	37.5	42.8	37.5 x 42.8 cm. plate 44 x 50 cm.	NA	42.8	37.5	0	1605	6
NA	37.7	42.8	37.7 x 42.8 cm. plate 44 x 49 cm.	NA	42.8	37.7	0	1613.56	6
NA	37.7	42.7	37.7 x 42.7 cm. plate 44 x 49 cm.	NA	42.7	37.7	0	1609.79	6
2fo	NA	NA	Fol.	2fo	45	30	0	1350	6
16mo	NA	NA	[16to.	16mo	15	12	0	180	6
1to	NA	NA	[1to].	1to	90	60	0	5400	6
NA	7	11	7 x 11 cm.	32mo	11	7	0	77	5
NA	9	11	9 x 11 cm.	NA	11	9	0	99	5
NA	12	16	12 x 16 cm.	12mo	16	12	0	192	5
NA	16	24	16 x 24 cm.	2small	24	16	0	384	5
NA	15	23	15 x 23 cm.	NA	23	15	0	345	5
NA	NA	22	22 cm +	8vo	22	15	0	330	5
4to	NA	18	4to(18 cm)	4to	18	16	0	288	5
NA	14	19	14 x 19 cm.	16long	19	14	0	266	5
8vo	NA	NA	aflång 8to	8vo	19	13	0	247	5
2fo	NA	NA	1/2to	2fo	45	30	0	1350	5
NA	7	12	7 x 12 cm	32mo	12	7	0	84	4
NA	9	13	9 x 13 cm	NA	13	9	0	117	4
NA	NA	41	41 cm.	2fo	41	27	0	1107	4
NA	17	25	17 x 25 cm.	2small	25	17	0	425	4
NA	22	28	22 x 28 cm.	4to	28	22	0	616	4
NA	18	23	18 x 23 cm.	4to	23	18	0	414	4
NA	15	20	15 x 20 cm.	12long	20	15	0	300	4
NA	19	29	19 x 29 cm.	NA	29	19	0	551	4
NA	7	10	7 x 10 cm.	16mo	10	7	0	70	4
NA	8	11	8 x 11 cm.	NA	11	8	0	88	4
NA	13	18	13 x 18 cm.	NA	18	13	0	234	4
NA	NA	44	44 cm.	2fo	44	29	0	1276	4
NA	NA	20	20 cm +	NA	20	13	0	260	4
NA	NA	10	10 cm.	16mo	10	7	0	70	4
NA	36	45	36 x 45 cm.	2fo	45	36	0	1620	4
NA	32	42	42 x 32 cm.	2fo	42	32	0	1344	4
NA	32	43	43 x 32 cm.	2fo	43	32	0	1376	4
4to	NA	21	4to(21 cm)	4to	21	17	0	357	4
NA	NA	40	40 cm.	2fo	40	26	0	1040	4
NA	32	48.2	48.2 x 32 cm. plate 58 x 41 cm.	2fo	48.2	32	0	1542.4	4
NA	NA	23	23 cm	4to	23	18	0	414	4
NA	NA	NA	8 to	NA	NA	NA	0	NA	4
12mo	NA	NA	(pitkä) 12to	12mo	19	12.5	0	237.5	4
12mo	NA	NA	12:0.	12mo	19	12.5	0	237.5	4
4long	NA	NA	4to +	4long	35	27	0	945	4
NA	65	79.5	79.5x65 cm.	1to	79.5	65	0	5167.5	4
NA	13	18	13 x 18 cm	NA	18	13	0	234	4
2fo	NA	NA	2to.	2fo	45	30	0	1350	4
NA	12	18	12 x 18 cm	NA	18	12	0	216	3
NA	8	12	8 x 12 cm	NA	12	8	0	96	3
NA	7	11	7 x 11 cm	32mo	11	7	0	77	3
NA	9	16	9 x 16 cm.	18mo	16	9	0	144	3
NA	19	25	19 x 25 cm.	4to	25	19	0	475	3
NA	18	25	18 x 25 cm.	NA	25	18	0	450	3
NA	10	13	10 x 13 cm.	16mo	13	10	0	130	3
NA	17	22	17 x 22 cm.	4to	22	17	0	374	3
NA	17	21	17 x 21 cm.	4to	21	17	0	357	3
NA	16	19	16 x 19 cm.	4to	19	16	0	304	3
NA	13	24	13 x 24 cm.	8long	24	13	0	312	3
NA	NA	23	23 cm +	4to	23	18	0	414	3
NA	NA	NA	21-22 cm.	NA	NA	NA	0	NA	3
NA	36	45	45 x 36 cm.	2fo	45	36	0	1620	3
NA	41	47	41 x 47 cm.	NA	47	41	0	1927	3
NA	40	53.7	40 x 53.7 cm. plate 45 x 60 cm.	2long	53.7	40	0	2148	3
8vo	NA	20	8to(20 cm)	8vo	20	13	0	260	3
NA	32	48.2	48.2 x 32 cm. plate 58 x 45 cm.	2fo	48.2	32	0	1542.4	3
NA	32	48.2	48.2 x 32 cm. plate 58.2 x 41 cm.	2fo	48.2	32	0	1542.4	3
NA	32.3	42.2	42.2 x 32.3 cm. plate 45.8 x 36.5 cm.	2fo	42.2	32.3	0	1363.06	3
NA	37.7	42.7	37.7 x 42.7 cm. plate 45 x 50 cm.	NA	42.7	37.7	0	1609.79	3
NA	37.7	42.7	37.7 x 42.7 cm. plate 43 x 48 cm.	NA	42.7	37.7	0	1609.79	3
NA	37.5	42.8	37.5 x 42.8 cm. plate 43 x 49 cm.	NA	42.8	37.5	0	1605	3
NA	26	33	26 x 33 cm.	NA	33	26	0	858	3
NA	61	70	70 x 61 cm.	NA	70	61	0	4270	3
NA	59	70	70 x 59 cm.	NA	70	59	0	4130	3
4to	NA	NA	4.o.	4to	28	22	0	616	3
4to	NA	NA	4to.	4to	28	22	0	616	3
NA	NA	55	55 cm.	2long	55	34	0	1870	3
NA	NA	20	20cm.	NA	20	13	0	260	3
2fo	NA	NA	tvär folio.	2fo	45	30	0	1350	3
16mo	NA	NA	tvär 16to	16mo	15	12	0	180	3
NA	61.5	92	61.5 x 92 cm. plate 65.5 x 96 cm.	1to	92	61.5	0	5658	3
NA	NA	NA	?to	NA	NA	NA	0	NA	3
12mo	NA	NA	kapea 12to	12mo	19	12.5	0	237.5	3
2fo	NA	NA	pat. fol.	2fo	45	30	0	1350	3
NA	7	14	7 x 14 cm	18mo	14	7	0	98	2
NA	9	18	9 x 18 cm	18mo	18	9	0	162	2
NA	13	19	13 x 19 cm	NA	19	13	0	247	2
NA	6	12	6 x 12 cm	32mo	12	6	0	72	2
NA	33.8	50	50 x 33.8 cm. plate 58.2 x 40.7 cm.	2fo	50	33.8	0	1690	2
NA	62	93	62 x 93 cm. plate 65.5 x 96 cm.	1to	93	62	0	5766	2
NA	19	27	19 x 27 cm.	NA	27	19	0	513	2
NA	6	10	6 x 10 cm.	NA	10	6	0	60	2
NA	22	28	28 x 22 cm.	4to	28	22	0	616	2
NA	7	12	7 x 12 cm.	32mo	12	7	0	84	2
NA	20	25	20 x 25 cm.	4to	25	20	0	500	2
NA	9	13	9 x 13 cm.	NA	13	9	0	117	2
NA	21	28	21 x 28 cm.	4to	28	21	0	588	2
NA	8	12	8 x 12 cm.	NA	12	8	0	96	2
NA	10	12	10 x 12 cm.	NA	12	10	0	120	2
NA	20	26	20 x 26 cm.	4to	26	20	0	520	2
NA	22	40	22 x 40 cm.	2fo	40	22	0	880	2
NA	18	20	18 x 20 cm.	4to	20	18	0	360	2
NA	23	31	23 x 31 cm.	NA	31	23	0	713	2
NA	NA	19	19 cm +	NA	19	13	0	247	2
NA	NA	NA	17-18 cm.	NA	NA	NA	0	NA	2
NA	NA	NA	18-20 cm.	NA	NA	NA	0	NA	2
NA	43	50.6	50.6 x 43 cm. plate 58 x 50.3 cm.	NA	50.6	43	0	2175.8	2
NA	43.1	51.4	51.4 x 43.1 cm. plate 58.2 x 50.4 cm.	NA	51.4	43.1	0	2215.34	2
NA	42.8	51	51 x 42.8 cm. plate 58 x 50.3 cm.	NA	51	42.8	0	2182.8	2
NA	58	88.7	plate 88.7 x 58 cm.	1to	88.7	58	0	5144.6	2
NA	47.4	72.5	72.5 x 47.4 cm. plate 83 x 58 cm.	1to	72.5	47.4	0	3436.5	2
NA	93	129	129 x 93 cm.	NA	129	93	0	11997	2
NA	37	46	37 x 46 cm.	2fo	46	37	0	1702	2
NA	57	73	57 x 73 cm.	1to	73	57	0	4161	2
NA	NA	18	18 cm +	NA	18	12	0	216	2
NA	23	29	23 x 29 cm.	4to	29	23	0	667	2
NA	28	35	28 x 35 cm.	4long	35	28	0	980	2
NA	31	35	31 x 35 cm.	4long	35	31	0	1085	2
NA	56	71	56 x 71 cm.	NA	71	56	0	3976	2
NA	71	101	71 x 101 cm.	1to	101	71	0	7171	2
NA	NA	24	24 cm +	4to	24	19	0	456	2
NA	30	32	32 x 30 cm.	NA	32	30	0	960	2
NA	32	NA	32 x 32 cm.	NA	32	32	0	1024	2
NA	40.9	54.9	40.9 x 54.9 cm. plate 45 x 60 cm.	2long	54.9	40.9	0	2245.41	2
NA	41	55	41 x 55 cm. plate 45 x 60 cm.	2long	55	41	0	2255	2
NA	40.7	54.4	40.7 x 54.4 cm. plate 45 x 60 cm.	2long	54.4	40.7	0	2214.08	2
NA	41	55.5	41 x 55.5 cm. plate 45 x 60 cm.	2long	55.5	41	0	2275.5	2
8long	NA	NA	8to +	8long	22	13	0	286	2
NA	66	89	89 x 66 cm.	1to	89	66	0	5874	2
NA	63	68	68 x 63 cm.	NA	68	63	0	4284	2
NA	57	68	57 x 68 cm.	NA	68	57	0	3876	2
NA	56	68	56 x 68 cm.	NA	68	56	0	3808	2
NA	17.2	23.9	17.2 x 23.9 cm.	2small	23.9	17.2	0	411.08	2
NA	17	25.5	25.5 x 17 cm. plate 29.3 x 23 cm.	NA	25.5	17	0	433.5	2
NA	17	25.5	25.5 x 17 cm. plate 29.3 x 22.8 cm.	NA	25.5	17	0	433.5	2
NA	NA	NA	8:c.	NA	NA	NA	0	NA	2
NA	32.3	42.2	42.2 x 32.3 cm. plate 46 x 36.8 cm.	2fo	42.2	32.3	0	1363.06	2
NA	32.3	42.2	42.2 x 32.3 cm. plate 45.8 x 36.8 cm.	2fo	42.2	32.3	0	1363.06	2
NA	NA	60	60 cm.	2long	60	34	0	2040	2
NA	37.8	42.8	37.8 x 42.8 cm. plate 43 x 48 cm.	NA	42.8	37.8	0	1617.84	2
NA	37.6	42.8	37.6 x 42.8 cm. plate 44 x 50 cm.	NA	42.8	37.6	0	1609.28	2
NA	37.7	43	37.7 x 43 cm. plate 44 x 50 cm.	NA	43	37.7	0	1621.1	2
NA	37.7	42.9	37.7 x 42.9 cm. plate 44 x 49 cm.	NA	42.9	37.7	0	1617.33	2
NA	37.8	42.9	37.8 x 42.9 cm. plate 44 x 49 cm.	NA	42.9	37.8	0	1621.62	2
NA	37.7	42.8	37.7 x 42.8 cm. plate 45 x 50 cm.	NA	42.8	37.7	0	1613.56	2
NA	37.7	42.8	37.7 x 42.8 cm. plate 43 x 48 cm.	NA	42.8	37.7	0	1613.56	2
NA	37.7	42.8	37.7 x 42.8 cm. plate 44 x 50 cm.	NA	42.8	37.7	0	1613.56	2
NA	37.8	43	37.8 x 43 cm. plate 44 x 49 cm.	NA	43	37.8	0	1625.4	2
NA	37.5	42.8	37.5 x 42.8 cm. plate 44 x 49 cm.	NA	42.8	37.5	0	1605	2
NA	NA	42	42 cm.	2fo	42	27	0	1134	2
NA	26	35	26 x 35 cm.	4long	35	26	0	910	2
NA	25	34	25 x 34 cm.	4long	34	25	0	850	2
NA	23	33	23 x 33 cm.	2fo	33	23	0	759	2
NA	26	32	26 x 32 cm.	NA	32	26	0	832	2
NA	NA	NA	12 to	NA	NA	NA	0	NA	2
4to	NA	NA	4:0.	4to	28	22	0	616	2
NA	NA	28	28 cm +	NA	28	20	0	560	2
NA	32	42	32 x 42 cm. plate 35 x 45 cm.	2fo	42	32	0	1344	2
NA	41.5	46.7	46.7 x 41.5 cm. plate 51.1 x 43.6 cm.	NA	46.7	41.5	0	1938.05	2
NA	63	69	69 x 63 cm.	NA	69	63	0	4347	2
NA	63	75	75 x 63 cm.	1to	75	63	0	4725	2
NA	NA	56	56 cm.	2long	56	34	0	1904	2
16mo	NA	NA	aflång 16to	16mo	15	12	0	180	2
16mo	NA	NA	16to.	16mo	15	12	0	180	2
NA	NA	21	21cm.	NA	21	14	0	294	2
12mo	NA	NA	lyhyt 12to	12mo	19	12.5	0	237.5	2
4to	NA	NA	poikki 4to	4to	28	22	0	616	2
8vo	NA	NA	8to.	8vo	19	13	0	247	2
12mo	NA	NA	aflång 12to	12mo	19	12.5	0	237.5	2
NA	NA	NA	Koko vaihtelee.	NA	NA	NA	0	NA	2
NA	22.7	32	32 x 22.7 cm. plate 41.3 x 26.5 cm.	2fo	32	22.7	0	726.4	2
NA	13	17	13 x 17 cm	16long	17	13	0	221	2
NA	61.8	92	61.8 x 92 cm. plate 65.5 x 96 cm.	1to	92	61.8	0	5685.6	2
NA	55.5	73	55.5 x 73 cm.	1to	73	55.5	0	4051.5	2
NA	58.5	77	58.5 x 77 cm.	1to	77	58.5	0	4504.5	2
NA	58.5	77	77 x 58.5 cm.	1to	77	58.5	0	4504.5	2
NA	33	41.7	33 x 41.7 cm. plate 42.5 x 51 cm.	2fo	41.7	33	0	1376.1	2
1to	NA	NA	1to.	1to	90	60	0	5400	2
12mo	NA	NA	[pitkä 12to.	12mo	19	12.5	0	237.5	2
2long	NA	NA	2to+	2long	53	30	0	1590	2
12mo	NA	NA	pitkä/kapea 12to	12mo	19	12.5	0	237.5	2
4to	NA	NA	[4to].	4to	28	22	0	616	2
8vo	NA	NA	8:.	8vo	19	13	0	247	2
2fo	NA	NA	2.	2fo	45	30	0	1350	2
NA	NA	NA	4to[8to].	NA	NA	NA	0	NA	2
NA	60.8	79.2	79.2 x 60.8 cm. plate 85 x 65 cm.	1to	79.2	60.8	0	4815.36	1
NA	49.3	50	50 x 49.3 cm. plate 55 x 68 cm.	NA	50	49.3	0	2465	1
16mo	NA	13	16to(13 cm)	16mo	13	10	0	130	1
NA	48.9	49.8	49.8 x 48.9 cm. plate 53.5 x 53 cm.	NA	49.8	48.9	0	2435.22	1
NA	48	56.8	56.8 x 48 cm. plate 73.5 x 53.5 cm.	NA	56.8	48	0	2726.4	1
NA	23	28	23 x 28 cm.	4to	28	23	0	644	1
NA	25	30	25 x 30 cm.	NA	30	25	0	750	1
NA	46.8	56.5	46.8 x 56.5 cm. plate 55 x 65.5 cm.	NA	56.5	46.8	0	2644.2	1
NA	13	20	13 x 20 cm	NA	20	13	0	260	1
NA	20	25	20 x 25 cm	4to	25	20	0	500	1
NA	6	14	6 x 14 cm	18mo	14	6	0	84	1
NA	6	10	6 x 10 cm	NA	10	6	0	60	1
NA	17	23	23 x 17 cm	NA	23	17	0	391	1
NA	8	17	8 x 17 cm	18mo	17	8	0	136	1
NA	27	38	27 x 38 cm	2fo	38	27	0	1026	1
NA	19	22	19 x 22 cm	4to	22	19	0	418	1
NA	20	26	20 x 26 cm	4to	26	20	0	520	1
NA	11	19	11 x 19 cm	12mo	19	11	0	209	1
NA	38	46.7	38 x 46.7 cm.	2fo	46.7	38	0	1774.6	1
NA	NA	21	21 cm	NA	21	14	0	294	1
NA	69.2	101.7	69.2 x 101.7 cm. plate 73.6 x 110.3 cm.	1to	101.7	69.2	0	7037.64	1
NA	52.1	72.5	52.1 x 72.5 cm. plate 57.8 x 77 cm.	1to	72.5	52.1	0	3777.25	1
NA	67.4	97.7	97.7 x 67.4 cm. plate 98.4 x 67.7 cm.	1to	97.7	67.4	0	6584.98	1
NA	70.8	87.5	87.5 x 70.8 cm. plate 97.8 x 73.8 cm.	1to	87.5	70.8	0	6195	1
NA	72.5	109.5	72.5 x 109.5 cm. plates 75.5 x 64.5. 75.8 x 64 cm.	1to	109.5	72.5	0	7938.75	1
NA	65.5	99.3	65.5 x 99.3 cm. plate 74 x 110 cm.	1to	99.3	65.5	0	6504.15	1
NA	64.7	98.7	64.7 x 98.7 cm. plate 67 x 100 cm.	1to	98.7	64.7	0	6385.89	1
NA	66.3	98.8	66.3 x 98.8 cm. plate 68.5 x 101.5 cm.	1to	98.8	66.3	0	6550.44	1
NA	62.8	93.8	62.8 x 93.8 cm. plate 65.5 x 96 cm.	1to	93.8	62.8	0	5890.64	1
NA	68.3	103	68.3 x 103 cm. plate 72.5 x 109.5 cm.	1to	103	68.3	0	7034.9	1
NA	74	97.7	74 x 97.7 cm. plate 68 x 101.5 cm.	1to	97.7	74	0	7229.8	1
NA	65.5	100.2	65.5 x 100.2 cm. plate 67.7 x 102.2 cm.	1to	100.2	65.5	0	6563.1	1
NA	64.2	98.5	64.2 x 98.5 cm. plate 67.5 x 100 cm.	1to	98.5	64.2	0	6323.7	1
NA	43.4	64	43.4 x 64 cm. plate 46 x 66 cm.	2long	64	43.4	0	2777.6	1
NA	43	61.6	43 x 61.6 cm. plate 45.8 x 64.3 cm.	2long	61.6	43	0	2648.8	1
NA	51.3	68.3	51.3 x 68.3 cm. plate 57.5 x 77 cm.	NA	68.3	51.3	0	3503.79	1
NA	51	72	72 x 51 cm. plate 77 x 57.7 cm.	NA	72	51	0	3672	1
NA	52.7	71.5	52.7 x 71.5 cm. plate 57.5 x 77.2 cm.	NA	71.5	52.7	0	3768.05	1
NA	51.5	67.5	51.5 x 67.5 cm. plate 59.5 x 77 cm.	NA	67.5	51.5	0	3476.25	1
NA	52.7	68.7	52.7 x 68.7 cm. plate 57.3 x 77 cm.	NA	68.7	52.7	0	3620.49	1
NA	51.5	68.7	51.5 x 68.7 cm. plate 57 x 76.7 cm.	NA	68.7	51.5	0	3538.05	1
NA	43.3	51.5	51.5 x 43.3 cm. plate 64.5 x 50 cm.	NA	51.5	43.3	0	2229.95	1
NA	49.5	69.1	49.5 x 69.1 cm. plate 51.2 x 70.5 cm.	NA	69.1	49.5	0	3420.45	1
